=====================================
Time    Queue length    Rate    Drops
-------------------------------------
0.1	0		2.0	0
0.2	0		241.2	0
0.3	0		557.6	0
0.4	0		1146.8	0
0.5	0		2190.4	0
0.6	0		4079.3	0
0.7	10		6780.4	0
0.8	47		7658.6	96
0.9	50		12510.8	461
1.0	13		12495.0	99
1.1	0		9771.3	0
1.2	0		6217.2	0
1.3	0		6270.8	0
1.4	0		3436.6	0
1.5	1		449.5	0
1.6	0		495.4	0
1.7	0		701.1	0
1.8	0		1080.4	0
1.9	0		1633.0	0
2.0	3		2465.8	0
2.1	9		3076.2	0
2.2	13		4748.8	0
2.3	16		8680.8	0
2.4	0		12504.8	0
2.5	0		7681.5	0
2.6	0		7999.7	0
2.7	0		8056.2	0
2.8	0		8148.5	0
2.9	0		8170.8	0
3.0	0		8235.8	0
3.1	0		8295.0	0
3.2	0		8355.0	0
3.3	0		8400.0	0
3.4	0		8475.0	0
3.5	0		8535.4	0
3.6	0		8610.0	0
3.7	0		8663.3	0
3.8	0		8760.8	0
3.9	0		8805.8	0
4.0	0		8849.3	0
4.1	0		8960.5	0
4.2	0		9001.2	0
4.3	0		9091.2	0
4.4	0		9141.4	0
4.5	0		9143.1	0
4.6	0		9182.1	0
4.7	0		9255.4	0
4.8	0		9315.4	0
4.9	1		9375.4	0
5.0	1		9555.0	0
5.1	0		9645.0	0
5.2	0		9596.8	0
5.3	0		9624.1	0
5.4	0		9675.8	0
5.5	0		9725.7	0
5.6	0		9799.5	0
5.7	1		9990.8	0
5.8	0		10095.0	0
5.9	0		9983.1	0
6.0	0		10047.6	0
6.1	0		10095.0	0
6.2	0		10290.0	0
6.3	0		10204.5	0
6.4	0		10275.0	0
6.5	0		10395.8	0
6.6	1		10531.2	0
6.7	0		10867.7	0
6.8	1		10784.8	0
6.9	1		11070.4	0
7.0	0		11013.2	0
7.1	0		10727.9	0
7.2	0		10771.2	0
7.3	0		10860.0	0
7.4	0		10893.7	0
7.5	0		10952.5	0
7.6	0		11010.0	0
7.7	0		11072.9	0
7.8	0		11134.2	0
7.9	0		11190.0	0
8.0	0		11250.0	0
8.1	0		11311.5	0
8.2	0		11370.4	0
8.3	0		11430.0	0
8.4	0		11490.4	0
8.5	0		11550.4	0
8.6	0		11626.9	0
8.7	0		11671.6	0
8.8	0		11794.2	0
8.9	0		11865.5	0
9.0	0		11827.1	0
9.1	0		11868.6	0
9.2	0		11981.1	0
9.3	0		11991.6	0
9.4	0		12046.6	0
9.5	0		12108.0	0
9.6	0		12135.4	0
9.7	0		12180.0	0
9.8	0		12255.4	0
9.9	0		12316.2	0
10.0	0		12370.9	0
10.1	0		12501.5	0
10.2	1		12501.8	0
10.3	1		12502.7	0
10.4	2		12495.4	0
10.5	2		12498.6	0
10.6	2		12495.8	0
10.7	3		12505.1	0
10.8	3		12498.4	0
10.9	4		12495.4	0
11.0	4		12510.0	0
11.1	5		12495.4	0
11.2	5		12496.2	0
